date,open,high,low,close,volume,Name
1563321600000,235.58,237.84,231.77,237.49,22007337,AAPL
1563408000000,237.48,239.29,233.78,235.19,43607184,AAPL
1563667200000,237.42,240.15,237.41,238.46,6526736,AAPL
1563753600000,237.58,239.78,234.41,234.89,27577533,AAPL
1563840000000,234.67,237.94,232.4,235.97,1066601,AAPL
1563926400000,234.41,236.98,230.44,230.89,24012410,AAPL
1564012800000,231.95,233.52,227.81,230.84,4694691,AAPL
1564272000000,231.25,232.96,228.35,229.53,19028430,AAPL
1564358400000,231.68,234.11,227.47,227.98,37924673,AAPL
1564444800000,226.78,228.26,222.37,227.5,25353619,AAPL
1564531200000,228.92,229.95,224.46,229.59,43641537,AAPL
1564617600000,231.2,235.15,230.59,233.27,19139934,AAPL
1564876800000,234.77,238.72,233.72,235.1,18109478,AAPL
1564963200000,234.95,239.42,232.66,234.16,27859383,AAPL
1565049600000,232.13,233.27,227.52,229.01,6214248,AAPL
1565136000000,227.38,231.73,225.21,226.28,4894056,AAPL
1565222400000,225.81,228.02,221.52,227.99,5524982,AAPL
1565481600000,227.25,228.65,223.77,228.57,20006528,AAPL
1565568000000,227.25,227.89,225.07,226.47,27021590,AAPL
1565654400000,225.2,225.52,221.17,222.46,21260475,AAPL
1565740800000,223.02,223.83,221.43,221.5,33134258,AAPL
1565827200000,221.87,222.7,220.69,221.85,46144612,AAPL
1566086400000,220.85,224.61,216.91,223.5,25921079,AAPL
1566172800000,225.19,226.85,221.39,221.6,44953276,AAPL
1566259200000,221.11,222.39,218.5,220.19,36277010,AAPL
1566345600000,219.62,220.49,216.06,219.13,19305451,AAPL
1566432000000,217.87,222.06,217.64,221.38,37943640,AAPL
1566691200000,220.25,220.37,220.13,220.32,3527777,AAPL
1566777600000,219.99,224.21,215.89,218.6,10116140,AAPL
1566864000000,220.62,224.39,219.51,223.16,29195163,AAPL
1566950400000,223.81,227.39,221.29,223.05,30364873,AAPL
1567036800000,223.98,228.2,219.66,221.7,36100289,AAPL
1567296000000,223.36,225.73,218.93,223.37,37039614,AAPL
1567382400000,221.94,222.2,219.24,221.77,6131234,AAPL
1567468800000,220.95,222.98,218,222.54,20768596,AAPL
1567555200000,221.89,222.82,221.21,221.77,37531005,AAPL
1567641600000,220.28,223.66,217.3,221.07,47475242,AAPL
1567900800000,221.65,221.83,218.7,220.12,25907777,AAPL
1567987200000,222.23,226.13,220.15,222.92,40441780,AAPL
1568073600000,222.9,223.5,221.54,222.06,17967578,AAPL
1568160000000,223.4,225.8,222.87,224.51,40583112,AAPL
1568246400000,222.91,222.95,220.76,221.13,5743547,AAPL
1568505600000,223.27,225.01,219.66,222.96,2422848,AAPL
1568592000000,223.56,227.66,219.62,223.76,27287817,AAPL
1568678400000,223.29,224.52,218.92,224.17,35618691,AAPL
1568764800000,222.67,223.32,222.46,223.3,35433908,AAPL
1568851200000,225.58,228.95,222.88,226.03,5332926,AAPL
1569110400000,226.61,230.3,225.77,230.14,18911395,AAPL
1569196800000,230.86,233.82,227.56,229.73,34725740,AAPL
1569283200000,231.48,234.14,228.18,229.91,36074051,AAPL
1569369600000,229.93,230.52,227.32,228.77,29575303,AAPL
1569456000000,227.51,228.93,226.53,227.39,26235121,AAPL
1569715200000,229.65,231.22,225.1,229.8,8730371,AAPL
1569801600000,227.81,232.26,226.79,231.79,15209917,AAPL
1569888000000,231.73,232.98,227.42,231.93,34362302,AAPL
1569974400000,229.74,232.06,229.04,229.24,15178648,AAPL
1570060800000,228.6,231.34,226.44,226.75,23822553,AAPL
1570320000000,224.79,225.5,222.53,224.8,11906192,AAPL
1570406400000,227.1,228.6,224.87,227.81,41850629,AAPL
1570492800000,227.25,229.41,224.99,226.05,45751594,AAPL
1570579200000,223.9,225.81,220.71,220.98,29817356,AAPL
1570665600000,220.52,222.02,218.61,219.6,23829236,AAPL
1570924800000,219.82,221.61,217.65,219.48,29389612,AAPL
1571011200000,220.05,220.37,216.48,217.12,32326367,AAPL
1571097600000,216.03,220.15,212.6,217.34,12379363,AAPL
1571184000000,217,217.79,213.26,216.46,47052572,AAPL
1571270400000,218.69,221.75,217.88,218.26,23283639,AAPL
1571529600000,220.13,222.41,220.05,222.11,43835056,AAPL
1571616000000,220.57,223.83,219.41,221.45,46559506,AAPL
1571702400000,220.33,221.5,220.31,221.03,8025001,AAPL
1571788800000,219.49,223.39,219.36,220.27,45073008,AAPL
1571875200000,221.49,222.37,221.23,221.28,14347406,AAPL
1572134400000,223.5,225.59,221.77,224.85,4330330,AAPL
1572220800000,226.71,228.32,224.32,224.64,15424382,AAPL
1572307200000,225.71,226.16,224.63,225.76,48282442,AAPL
1572393600000,227.18,231.6,224.36,229.89,7281587,AAPL
1572480000000,230.45,233.97,229.24,233.29,7391458,AAPL
1572739200000,234.64,237.66,230.55,232.23,14092479,AAPL
1572825600000,230.71,232.39,226.83,229.1,16522127,AAPL
1572912000000,227.38,228.41,226.2,227.2,23797156,AAPL
1572998400000,225.4,225.41,223.58,225.29,42015376,AAPL
1573084800000,224.63,226.27,223.96,224.37,18246587,AAPL
1573344000000,226.34,230.79,224.97,230.04,34480651,AAPL
1573430400000,231.04,232.02,227.83,228.07,29692896,AAPL
1573516800000,226.58,230.62,223.83,229.75,44894568,AAPL
1573603200000,231.07,235,228.88,231.73,4123396,AAPL
1573689600000,231.05,234.48,228.19,229.01,12183658,AAPL
1573948800000,230.4,231.82,226.1,230.99,24361982,AAPL
1574035200000,232.19,233.79,229.41,231.65,40290546,AAPL
1574121600000,232.28,234.11,228.77,231.56,17082805,AAPL
1574208000000,230.21,232.53,226.18,231.66,8009709,AAPL
1574294400000,229.78,234.28,225.79,232.2,8401592,AAPL
1574553600000,230.14,232.41,230.02,230.35,1621546,AAPL
1574640000000,230.97,232.5,230.33,230.48,32201575,AAPL
1574726400000,231.14,232.43,227.13,229.55,30109205,AAPL
1574812800000,229.77,231.86,225.96,227.28,23605893,AAPL
1574899200000,228.85,229.37,227.08,228.89,23355323,AAPL
1575158400000,229.07,233.47,225.86,231.74,14171492,AAPL
1575244800000,231.96,232.53,230.34,231.4,24582204,AAPL
1575331200000,231.12,232.83,229.49,230.81,33319614,AAPL
1575417600000,229.6,230.66,226.75,227.13,18434685,AAPL
1575504000000,228.05,231.72,223.64,223.96,13303410,AAPL
1575763200000,223.61,225.53,222.64,224.65,50866899,AAPL
1575849600000,223.46,227.31,222.49,227.16,50235732,AAPL
1575936000000,225.82,228.26,223.18,224.32,45576658,AAPL
1576022400000,223.62,225.29,221.37,222.35,17979399,AAPL
1576108800000,220.84,221.73,218.3,220.15,16017624,AAPL
1576368000000,220.76,221.67,218.57,218.63,29632288,AAPL
1576454400000,220.84,220.89,217.29,217.75,42461886,AAPL
1576540800000,217.94,219.36,215.75,218.08,33228437,AAPL
1576627200000,219.15,222.99,219.07,220.12,38725841,AAPL
1576713600000,218.96,221.79,214.83,219.11,40821420,AAPL
1576972800000,221.1,222.28,219.38,221.98,47636393,AAPL
1577059200000,222.19,223.86,220.79,221.45,1762548,AAPL
1577145600000,221.11,223.59,219.6,219.76,43350223,AAPL
1577232000000,220.99,223.13,218.67,222.71,1988080,AAPL
1577318400000,224,228.35,223.81,227.76,31639179,AAPL
1577577600000,226,228.54,222.33,224.84,30456962,AAPL
1577664000000,227.09,230.57,224.1,225.87,7660740,AAPL
1577750400000,224.43,228.06,221.32,227.91,46629981,AAPL
1577836800000,227.66,231.08,227.34,230.26,43036026,AAPL
1577923200000,230.62,231.6,229.63,230.44,36861992,AAPL
1578182400000,230.4,232.8,230.08,231.41,30155039,AAPL
1578268800000,233.28,235.11,230.02,230.45,49752065,AAPL
1578355200000,228.95,230.56,225.2,230.52,43371141,AAPL
1578441600000,231.47,232.63,227.37,230.97,40633074,AAPL
1578528000000,231.04,232.91,229.18,232.31,40875963,AAPL
1578787200000,233.83,235.45,232.16,232.73,4689404,AAPL
1578873600000,234.78,236.37,231.93,233.54,12103361,AAPL
1578960000000,232.69,235.75,232.57,235.54,42426457,AAPL
1579046400000,236.9,237.08,232.97,235.44,37484074,AAPL
1579132800000,234.9,237.78,231.18,233.18,46701607,AAPL
1579392000000,233.71,235.8,229.92,235.46,33066390,AAPL
1579478400000,234,234.53,230.55,231.77,2207411,AAPL
1579564800000,233.58,234.56,229.34,233.45,2796163,AAPL
1579651200000,232.23,232.71,230.84,232.56,24151903,AAPL
1579737600000,231.95,236.34,229.96,232.79,28337554,AAPL
1579996800000,235.04,235.79,233.66,235.21,32602950,AAPL
1580083200000,233.62,237.56,232.28,233.24,4721830,AAPL
1580169600000,234.79,239.13,231,233.23,18514007,AAPL
1580256000000,233.86,235.29,232.43,234.26,17089771,AAPL
1580342400000,234.38,234.71,234.19,234.63,40227236,AAPL
1580601600000,235.4,239.59,231.65,237.94,21643069,AAPL
1580688000000,236,239.15,235.65,237.9,37339229,AAPL
1580774400000,236.77,239.66,233.17,236.49,50222163,AAPL
1580860800000,238.2,239.81,235.52,239.68,20272035,AAPL
1580947200000,241.72,242.85,240.76,242.81,48651226,AAPL
1581206400000,243.85,246.34,241.04,243.38,3777021,AAPL
1581292800000,243.18,243.6,239.21,239.38,36428693,AAPL
1581379200000,237.6,240.48,236.41,237.63,24293152,AAPL
1581465600000,238.44,239.4,235.07,238.91,48465024,AAPL
1581552000000,237.58,238.02,237.51,237.51,35500883,AAPL
1581811200000,236.73,237.78,235.77,236.48,10615167,AAPL
1581897600000,236.65,237.4,236.5,237.09,11089746,AAPL
1581984000000,239,239.44,235.87,239.07,27373891,AAPL
1582070400000,240.08,244.1,236,238.66,3238682,AAPL
1582156800000,237.93,241.68,233.34,239.84,3954752,AAPL
1582416000000,238.78,240.65,235.27,236.15,15210467,AAPL
1582502400000,235.51,238.54,232.35,233.14,5200611,AAPL
1582588800000,231.24,233.01,229.46,231.06,12802906,AAPL
1582675200000,229.28,232.13,226.17,231.72,28012728,AAPL
1582761600000,230.68,234,230.59,232.01,6082637,AAPL
1583020800000,231.48,232.42,229.53,231.92,27757432,AAPL
1583107200000,231.84,234.92,228.18,231.09,36768861,AAPL
1583193600000,231.82,235.45,228.89,229.63,39604482,AAPL
1583280000000,230.51,233.39,228.81,230.25,44067108,AAPL
1583366400000,232.43,235.8,230.84,234.21,8328122,AAPL
1583625600000,236.47,238.38,233.64,233.75,14029795,AAPL
1583712000000,231.57,234.95,231.39,233.12,12434997,AAPL
1583798400000,234.69,236.88,232.25,236.7,1241073,AAPL
1583884800000,235.14,236.98,231.65,232.8,7763521,AAPL
1583971200000,232.26,236.76,231.43,234.7,20690757,AAPL
1584230400000,236.49,238.81,235.69,236.12,29289369,AAPL
1584316800000,236.3,239.83,233.86,235.08,11901740,AAPL
1584403200000,235.51,239.56,235.03,238.02,44175860,AAPL
1584489600000,237.03,238.04,235.99,237.35,35089787,AAPL
1584576000000,239.8,239.83,238,239.56,32897843,AAPL
1584835200000,241.41,245.95,238.62,244.97,23761185,AAPL
1584921600000,245.88,247.67,245.85,247.61,34893867,AAPL
1585008000000,249.32,251.76,247.64,247.88,13403764,AAPL
1585094400000,246.38,248.07,244.92,247.44,15930288,AAPL
1585180800000,248.69,251.92,245.31,249.66,40841287,AAPL
1585440000000,249.22,251.02,244.64,247.48,43313207,AAPL
1585526400000,249.3,252.16,245.76,251.26,5050216,AAPL
1585612800000,250.58,250.63,245.87,250.49,9738131,AAPL
1585699200000,251.02,251.1,246.61,250.89,33606599,AAPL
1585785600000,248.85,249.51,244.02,246.84,32954865,AAPL
1586044800000,244.53,245.61,241.94,245.55,46974186,AAPL
1586131200000,245.55,250.21,243.76,245.3,50023691,AAPL
1586217600000,246.18,250.66,242.88,246.12,41048480,AAPL
1586304000000,246.83,250.46,245.65,248.83,39544072,AAPL
1586390400000,248.33,251.36,244.98,250.07,12468120,AAPL
1586649600000,250.59,253.43,247.11,252.68,6872418,AAPL
1586736000000,253.25,258.12,253.18,256.02,42407622,AAPL
1586822400000,258.28,260.21,254.7,259.11,15460702,AAPL
1586908800000,260.75,263.52,258.45,263.42,23192448,AAPL
1586995200000,263.11,265.17,261.75,263.64,31205543,AAPL
1587254400000,262.71,265.75,260.48,261.67,39507005,AAPL
1587340800000,263.34,263.75,259.67,263.71,5675909,AAPL
1587427200000,265.47,270.24,264.74,268.07,32909663,AAPL
1587513600000,266.27,268.44,264.78,265.25,20116288,AAPL
1587600000000,264.16,268.51,259.27,263.32,26232905,AAPL
1587859200000,265.44,269.7,260.59,261.93,35403017,AAPL
1587945600000,261.58,264.81,258.93,260.9,35918960,AAPL
1588032000000,258.61,259.52,254.92,255.07,30474718,AAPL
1588118400000,255.06,257.79,251.84,254.9,21950503,AAPL
1588204800000,255.01,255.29,250.96,253.52,16362567,AAPL
1588464000000,253.35,253.44,251.5,252.6,39512176,AAPL
1588550400000,254.74,255.85,251.61,252.95,45993306,AAPL
1588636800000,254.43,256.84,250.87,252.2,33422650,AAPL
1588723200000,253.3,257.78,252.69,256.7,26814380,AAPL
1588809600000,258.92,259.47,258.39,258.69,29665863,AAPL
1589068800000,258.59,260.92,255.26,255.52,17082227,AAPL
1589155200000,258.1,261.59,254.18,255.14,47116382,AAPL
1589241600000,255.78,257.45,253.11,253.34,30549414,AAPL
1589328000000,255.05,257.23,252.04,252.57,35601880,AAPL
1589414400000,253.5,256.59,253.22,255.55,38621697,AAPL
1589673600000,256.26,260.57,255.33,259.44,46809454,AAPL
1589760000000,261.34,263.05,259.39,259.85,46455251,AAPL
1589846400000,260.22,261.43,260.16,261.09,23215013,AAPL
1589932800000,259.81,262.38,259.2,259.66,27502011,AAPL
1590019200000,257.77,262.71,253.01,259.45,41566012,AAPL
1590278400000,259.13,261.6,258.46,258.59,23141989,AAPL
1590364800000,261.16,262.92,255.97,261.15,10284111,AAPL
1590451200000,260.35,261.84,258.11,258.48,7528194,AAPL
1590537600000,258.5,260.26,253.67,254.87,26913933,AAPL
1590624000000,253.91,257.01,249.66,252.16,25584156,AAPL
1590883200000,250.72,254.63,249.18,254.46,12558124,AAPL
1590969600000,255.32,256.6,251.43,254.11,23589631,AAPL
1591056000000,252.11,255.97,247.52,253.81,10723439,AAPL
1591142400000,253.89,257.57,249.14,251.27,33513141,AAPL
1591228800000,253.24,253.56,253,253.06,2007879,AAPL
1591488000000,251.92,255.93,248.83,254.08,2559067,AAPL
1591574400000,255.42,255.69,251.2,253.27,42015943,AAPL
1591660800000,252.82,256.77,249.05,249.24,15954179,AAPL
1591747200000,248.33,249.7,246.9,249.23,27040971,AAPL
1591833600000,251.13,254.1,248.89,253.21,48758998,AAPL
1592092800000,252.84,254.4,248.96,250.99,4742686,AAPL
1592179200000,251.18,254.84,250.02,253.13,47614124,AAPL
1592265600000,251.35,253.03,249.41,251.48,18806146,AAPL
1592352000000,253.62,258.1,251.69,254.12,34801714,AAPL
1592438400000,251.78,256.52,249.36,253.21,36987790,AAPL
1592697600000,254.69,256.95,250.84,256,14440652,AAPL
1592784000000,257.27,259.63,256.88,259.62,30267462,AAPL
1592870400000,259.74,261.75,259.5,261.01,34876878,AAPL
1592956800000,260.02,263.53,255.75,260.6,24624695,AAPL
1593043200000,258.74,258.83,256.61,258.62,32773335,AAPL
1593302400000,259.71,261.88,259.18,259.49,35153077,AAPL
1593388800000,257.73,261.36,255.76,259.42,17558316,AAPL
1593475200000,259.54,263.9,254.91,255.05,40374274,AAPL
1593561600000,253.36,253.63,253.12,253.51,19091044,AAPL
1593648000000,256.08,260.51,256.02,256.85,14296988,AAPL
1593907200000,255.41,259.19,254.1,255.33,8519414,AAPL
1593993600000,253.86,254.71,249.34,250.44,7225048,AAPL
1594080000000,251.94,252.49,247.66,252.48,30627124,AAPL
1594166400000,252.19,257.19,249.77,250.16,44882301,AAPL
1594252800000,249.99,254.48,245.46,247.01,24297528,AAPL
1594512000000,244.8,245.44,242.29,244.48,29892657,AAPL
1594598400000,244.13,244.14,243.08,243.15,17311642,AAPL
1594684800000,245.17,249.3,242.25,248.31,44876991,AAPL
1594771200000,248.81,252.62,247.38,252.47,42876223,AAPL
1594857600000,250.54,255.07,246.52,254.48,21905919,AAPL
1595116800000,253.46,255.43,252.77,252.81,32548056,AAPL
1595203200000,254.91,255.48,253.64,255.09,9973025,AAPL
1595289600000,253.47,254.91,249.99,250.83,49054769,AAPL
1595376000000,252.71,252.96,251.49,251.73,3666259,AAPL
1595462400000,254.08,258.59,250.44,252.12,14416336,AAPL
1595721600000,253.32,257.56,249.98,255.46,17685845,AAPL
1595808000000,256.11,258.62,251.18,252.81,12531185,AAPL
1595894400000,254,258.6,252.69,257.06,4508346,AAPL
1595980800000,254.66,256.11,252.89,254.97,44981582,AAPL
1596067200000,255.11,258.99,251.3,252.99,30035634,AAPL
1596326400000,254.39,256.65,253.65,255.58,50722626,AAPL
1596412800000,254.32,256.73,252.44,255.57,28772208,AAPL
1596499200000,255.56,257.65,252.84,255.17,24142507,AAPL
1596585600000,253.36,258.23,252.24,256.58,18138492,AAPL
1596672000000,254.95,258.91,250.5,252.69,21655715,AAPL
1596931200000,252.03,252.4,251.61,251.81,21374728,AAPL
1597017600000,250.91,252.89,247.75,251.15,46094960,AAPL
1597104000000,253.71,256.42,251.78,252.11,29434621,AAPL
1597190400000,252.79,255.71,249.9,251.27,31268056,AAPL
1597276800000,248.96,251.2,247.38,250.58,2396241,AAPL
1597536000000,248.2,248.71,246.61,248.42,30952651,AAPL
1597622400000,246.4,247.51,245.4,246.43,27417075,AAPL
1597708800000,247.7,250.15,243.98,247.28,43636197,AAPL
1597795200000,249.8,252.33,249.05,251.72,26853886,AAPL
1597881600000,252.85,255.34,251.43,254.27,7176173,AAPL
1598140800000,256.54,260.65,255.9,256.36,29922776,AAPL
1598227200000,256.88,261.99,252.71,259.04,27304184,AAPL
1598313600000,258.73,262.83,254.32,262.25,30218018,AAPL
1598400000000,262.86,266.61,261.91,262.15,1041998,AAPL
1598486400000,264.74,266.46,261.8,265.35,27582543,AAPL
1598745600000,263.57,268.38,260.13,260.47,1433627,AAPL
1598832000000,258.77,262.76,255.58,256.74,13567966,AAPL
1598918400000,255.82,257.03,252.65,253.95,14829347,AAPL
1599004800000,256.43,258.56,255.14,256.88,44463797,AAPL
1599091200000,258.26,260.41,256.49,256.55,13816375,AAPL
1599350400000,258.88,262.69,256.82,257.13,3286716,AAPL
1599436800000,256.16,257.13,255.8,256.26,36574603,AAPL
1599523200000,257.28,260.53,253.71,257.42,28063087,AAPL
1599609600000,260.04,260.61,259.4,260.56,29169372,AAPL
1599696000000,261.06,264.19,261.05,261.16,42781865,AAPL
1599955200000,259.51,261.92,259.17,260.88,15693043,AAPL
1600041600000,260.09,263.76,258.03,258.94,5968257,AAPL
1600128000000,258.04,262.11,254.75,255.83,4984699,AAPL
1600214400000,255.78,258.94,252.04,253.85,5564439,AAPL
1600300800000,251.75,253.6,248.92,252.76,41562710,AAPL
1600560000000,251.35,256.13,249.69,254.38,16165928,AAPL
1600646400000,255.8,260.43,252.69,254.5,37380226,AAPL
